,CVE_ENT,CVE_MUN,NOM_MUN,IDMUN,Y,IDH,IRS,c_i,Pob2010,Mun_cov
1848,27,16,Teapa,27_16,1,0.686,-0.60629,49848.53216,53555,Teapa
1849,27,1,Balanc√°n,27_1,NA,0.683,-0.49905,52812.1719,56739,Balanc·n
1850,27,2,C√°rdenas,27_2,12,0.707,-0.6827,231283.972,248481,C·rdenas
1851,27,8,Huimanguillo,27_8,6,0.681,-0.32174,166876.9319,179285,Huimanguillo
1852,28,32,Reynosa,28_32,7,0.746,-1.38349,522273.8064,608891,Reynosa
1853,28,31,Palmillas,28_31,3,0.644,-0.10039,1539.654031,1795,Palmillas
1854,28,2,Aldama,28_2,NA,0.692,-0.67472,25277.77397,29470,Aldama
1855,28,5,Burgos,28_5,NA,0.639,-0.20955,3936.196294,4589,Burgos
1856,28,13,G√º√©mez,28_13,NA,0.669,-0.27295,13431.44427,15659,G¸Èmez
1857,28,42,Villagr√°n,28_42,NA,0.662,-0.1303,5417.523598,6316,Villagr·n
1858,28,25,Miguel Alem√°n,28_25,1,0.725,-1.39719,23172.0076,27015,Miguel Alem·n
1859,28,40,Valle Hermoso,28_40,2,0.74,-1.09949,54183.81344,63170,Valle Hermoso
1860,28,34,San Carlos,28_34,NA,0.631,0.12465,8003.627722,9331,San Carlos
1861,28,39,Tula,28_39,1,0.652,-0.01585,23649.77211,27572,Tula
1862,28,36,San Nicol√°s,28_36,NA,0.603,0.89897,884.3361034,1031,San Nicol·s
1863,28,30,Padilla,28_30,NA,0.709,-0.94183,12025.59861,14020,Padilla
1864,28,22,Matamoros,28_22,5,0.757,-1.21193,419603.3283,489193,Matamoros
1865,28,21,El Mante,28_21,2,0.763,-1.27745,99320.1223,115792,El Mante
1866,28,20,Mainero,28_20,NA,0.656,-0.11388,2212.126878,2579,Mainero
1867,28,14,Guerrero,28_14,NA,0.662,-1.17698,3840.128744,4477,Guerrero
1868,28,9,Ciudad Madero,28_9,2,0.828,-1.57044,169161.2308,197216,Ciudad Madero
1869,28,19,Llera,28_19,1,0.657,-0.38599,14867.31104,17333,Llera
1870,28,6,Bustamante,28_6,NA,0.59,0.64027,6549.748289,7636,Bustamante
1871,28,17,Jaumave,28_17,NA,0.676,-0.40608,12956.253,15105,Jaumave
1872,28,33,R√≠o Bravo,28_33,11,0.724,-1.06146,101436.1816,118259,RÌo Bravo
1873,28,41,Victoria,28_41,4,0.823,-1.54133,276153.8909,321953,Victoria
1874,28,3,Altamira,28_3,NA,0.738,-1.19927,181843.0051,212001,Altamira
1875,28,11,G√≥mez Far√≠as,28_11,2,0.66,-0.5659,7536.156164,8786,GÛmez FarÌas
1876,28,38,Tampico,28_38,5,0.818,-1.60131,255225.7468,297554,Tampico
1877,28,7,Camargo,28_7,5,0.696,-1.1235,12808.72069,14933,Camargo
1878,28,1,Abasolo,28_1,1,0.658,-0.90679,10352.99396,12070,Abasolo
1879,28,15,Gustavo D√≠az Ordaz,28_15,NA,0.718,-1.03835,13530.9428,15775,Gustavo DÌaz Ordaz
1880,28,37,Soto la Marina,28_37,NA,0.661,-0.31464,21241.2214,24764,Soto la Marina
1881,28,28,Nuevo Morelos,28_28,NA,0.674,-0.76733,2900.039152,3381,Nuevo Morelos
1882,28,8,Casas,28_8,NA,0.618,0.50855,3793.810461,4423,Casas
1883,28,18,Jim√©nez,28_18,NA,0.705,-1.05237,7151.885965,8338,JimÈnez
1884,28,10,Cruillas,28_10,NA,0.603,-0.1855,1724.927162,2011,Cruillas
1885,28,4,Antiguo Morelos,28_4,NA,0.667,-0.65639,7722.287041,9003,Antiguo Morelos
1886,28,24,Mier,28_24,NA,0.738,-1.42063,4084.586348,4762,Mier
1887,28,16,Hidalgo,28_16,NA,0.686,-0.50767,20408.35006,23793,Hidalgo
1888,28,29,Ocampo,28_29,2,0.64,-0.48462,11118.10337,12962,Ocampo
1889,28,26,Miquihuana,28_26,NA,0.572,0.44289,3014.119367,3514,Miquihuana
1890,28,23,M√©ndez,28_23,NA,0.659,0.01426,3885.589281,4530,MÈndez
1891,28,12,Gonz√°lez,28_12,1,0.663,-0.43997,37256.19656,43435,Gonz·lez
1892,28,43,Xicot√©ncatl,28_43,NA,0.722,-0.89182,19611.50404,22864,XicotÈncatl
1893,28,27,Nuevo Laredo,28_27,6,0.754,-1.38148,329402.7612,384033,Nuevo Laredo
1894,28,35,San Fernando,28_35,NA,0.697,-0.55554,49080.22487,57220,San Fernando
1895,29,56,Santa Ana Nopalucan,29_56,NA,0.722,-0.71644,4978.292011,6857,Santa Ana Nopalucan
1896,29,51,San Jer√≥nimo Zacualpan,29_51,2,0.743,-0.86204,2599.863452,3581,San JerÛnimo Zacualpan
1897,29,23,Nat√≠vitas,29_23,NA,0.709,-0.62515,17149.22497,23621,NatÌvitas
1898,29,53,San Juan Huactzinco,29_53,NA,0.757,-0.74946,4952.155434,6821,San Juan Huactzinco
1899,29,45,Benito Ju√°rez,29_45,2,0.611,-0.7926,4128.85324,5687,Benito Ju·rez
1900,29,39,Xaloztoc,29_39,1,0.658,-0.78867,15804.64325,21769,Xaloztoc
1901,29,29,Tepeyanco,29_29,NA,0.741,-0.87797,8021.02525,11048,Tepeyanco
1902,29,44,Zacatelco,29_44,2,0.704,-0.95896,28063.42415,38654,Zacatelco
1903,29,50,San Francisco Tetlanohcan,29_50,1,0.707,-0.53824,7173.038511,9880,San Francisco Tetlanohcan
1904,29,11,Mu√±oz de Domingo Arenas,29_11,NA,0.705,-1.03226,3110.978747,4285,MuÒoz de Domingo Arenas
1905,29,9,Cuaxomulco,29_9,NA,0.728,-0.82182,3677.997277,5066,Cuaxomulco
1906,29,41,Papalotla de Xicoht√©ncatl,29_41,2,0.731,-0.8692,19600.25513,26997,Papalotla de XicohtÈncatl
1907,29,55,San Lucas Tecopilco,29_55,NA,0.7,-0.8452,2056.803452,2833,San Lucas Tecopilco
1908,29,15,Ixtacuixtla de Mariano Matamoros,29_15,8,0.727,-0.88418,25528.17613,35162,Ixtacuixtla de Mariano Matamoros
1909,29,54,San Lorenzo Axocomanitla,29_54,NA,0.702,-1.04863,3662.75094,5045,San Lorenzo Axocomanitla
1910,29,40,Xaltocan,29_40,NA,0.683,-0.62441,7098.258859,9777,Xaltocan
1911,29,13,Huamantla,29_13,4,0.695,-0.66147,61696.11737,84979,Huamantla
1912,29,30,Terrenate,29_30,NA,0.648,-0.29442,10000.871,13775,Terrenate
1913,29,28,Teolocholco,29_28,NA,0.71,-0.65063,15733.49368,21671,Teolocholco
1914,29,12,Espa√±ita,29_12,NA,0.589,-0.40333,6097.80875,8399,EspaÒita
1915,29,10,Chiautempan,29_10,6,0.75,-0.99921,48025.23527,66149,Chiautempan
1916,29,34,Tlaxco,29_34,1,0.637,-0.49544,28996.35477,39939,Tlaxco
1917,29,22,Acuamanala de Miguel Hidalgo,29_22,NA,0.716,-0.90809,4146.277625,5711,Acuamanala de Miguel Hidalgo
1918,29,52,San Jos√© Teacalco,29_52,1,0.65,-0.41905,4109.250807,5660,San JosÈ Teacalco
1919,29,16,Ixtenco,29_16,NA,0.705,-0.70482,4930.374952,6791,Ixtenco
1920,29,47,L√°zaro C√°rdenas,29_47,NA,0.624,-0.82132,2010.338425,2769,L·zaro C·rdenas
1921,29,20,Sanct√≥rum de L√°zaro C√°rdenas,29_20,NA,0.672,-0.84358,6152.259954,8474,SanctÛrum de L·zaro C·rdenas
1922,29,35,Tocatl√°n,29_35,NA,0.684,-0.78359,4057.703668,5589,Tocatl·n
1923,29,48,La Magdalena Tlaltelulco,29_48,NA,0.711,-0.5453,12221.75408,16834,La Magdalena Tlaltelulco
1924,29,27,Tenancingo,29_27,NA,0.699,-0.43111,8540.126721,11763,Tenancingo
1925,29,19,Tepetitla de Lardiz√°bal,29_19,NA,0.745,-0.83517,13594.65042,18725,Tepetitla de Lardiz·bal
1926,29,36,Totolac,29_36,NA,0.815,-1.28036,14974.0809,20625,Totolac
1927,29,42,Xicohtzinco,29_42,NA,0.746,-1.06134,8897.326615,12255,Xicohtzinco
1928,29,5,Apizaco,29_5,5,0.787,-1.32878,55534.41921,76492,Apizaco
1929,29,18,Contla de Juan Cuamatzi,29_18,4,0.72,-0.57519,25471.54687,35084,Contla de Juan Cuamatzi
1930,29,59,Santa Cruz Quilehtla,29_59,NA,0.664,-0.57567,4570.997011,6296,Santa Cruz Quilehtla
1931,29,2,Apetatitl√°n de Antonio Carvajal,29_2,NA,0.788,-1.27896,9700.300359,13361,Apetatitl·n de Antonio Carvajal
1932,29,26,Santa Cruz Tlaxcala,29_26,NA,0.73,-0.89901,13045.05627,17968,Santa Cruz Tlaxcala
1933,29,7,El Carmen Tequexquitla,29_7,NA,0.607,-0.03339,11157.41456,15368,El Carmen Tequexquitla
1934,29,60,Santa Isabel Xiloxoxtla,29_60,1,0.691,-0.63893,3220.60717,4436,Santa Isabel Xiloxoxtla
1935,29,46,Emiliano Zapata,29_46,NA,0.653,-0.46253,3010.062517,4146,Emiliano Zapata
1936,29,21,Nanacamilpa de Mariano Arista,29_21,1,0.691,-0.91821,12080.90697,16640,Nanacamilpa de Mariano Arista
1937,29,38,Tzompantepec,29_38,NA,0.743,-0.92986,10607.82041,14611,Tzompantepec
1938,29,43,Yauhquemehcan,29_43,1,0.767,-1.25395,24017.33674,33081,Yauhquemehcan
1939,29,1,Amaxac de Guerrero,29_1,NA,0.77,-1.08091,7169.408431,9875,Amaxac de Guerrero
1940,29,17,Mazatecochco de Jos√© Mar√≠a Morelos,29_17,NA,0.685,-0.18803,7071.396265,9740,Mazatecochco de JosÈ MarÌa Morelos
1941,29,49,San Dami√°n Tex√≥loc,29_49,NA,0.762,-0.93483,3676.545245,5064,San Dami·n TexÛloc
1942,29,58,Santa Catarina Ayometla,29_58,NA,0.724,-0.67385,5802.320221,7992,Santa Catarina Ayometla
1943,29,25,San Pablo del Monte,29_25,1,0.65,-0.30203,50541.60688,69615,San Pablo del Monte
1944,29,32,Tetlatlahuca,29_32,3,0.72,-0.88153,9009.859102,12410,Tetlatlahuca
1945,29,24,Panotla,29_24,NA,0.761,-0.97196,18243.33114,25128,Panotla
1946,29,31,Tetla de la Solidaridad,29_31,1,0.714,-0.93479,20880.22141,28760,Tetla de la Solidaridad
1947,29,37,Ziltlalt√©pec de Trinidad S√°nchez Santos,29_37,NA,0.617,0.02112,5970.755943,8224,ZiltlaltÈpec de Trinidad S·nchez Santos
1948,29,57,Santa Apolonia Teacalco,29_57,NA,0.769,-0.88523,3157.443774,4349,Santa Apolonia Teacalco
1949,29,4,Atltzayanca,29_4,NA,0.658,-0.20062,11569.06566,15935,Atltzayanca
1950,29,14,Hueyotlipan,29_14,NA,0.598,-0.63808,10076.37667,13879,Hueyotlipan
1951,29,33,Tlaxcala,29_33,2,0.832,-1.49268,65192.61064,89795,Tlaxcala
1952,29,3,Atlangatepec,29_3,NA,0.664,-0.4795,4369.164551,6018,Atlangatepec
1953,29,8,Cuapiaxtla,29_8,NA,0.647,-0.47111,9925.365333,13671,Cuapiaxtla
1954,29,6,Calpulalpan,29_6,1,0.699,-1.00215,32530.60087,44807,Calpulalpan
1955,30,59,Chinameca,30_59,NA,0.694,-0.23806,12312.37277,15214,Chinameca
1956,30,18,Aquila,30_18,NA,0.497,1.60067,1454.274607,1797,Aquila
1957,30,208,Carlos A. Carrillo,30_208,NA,0.682,-0.80699,18538.15717,22907,Carlos A. Carrillo
1958,30,136,Rafael Lucio,30_136,NA,0.692,-0.50158,5683.567371,7023,Rafael Lucio
1959,30,73,Hueyapan de Ocampo,30_73,NA,0.637,0.52475,33705.66673,41649,Hueyapan de Ocampo
1960,30,196,Yanga,30_196,NA,0.682,-0.42848,14131.63227,17462,Yanga
1961,30,182,Tlalnelhuayocan,30_182,NA,0.676,-0.25485,13200.15198,16311,Tlalnelhuayocan
1962,30,171,Texhuac√°n,30_171,NA,0.54,1.43066,4282.705187,5292,Texhuac·n
1963,30,61,Las Choapas,30_61,NA,0.618,0.48831,62659.24637,77426,Las Choapas
1964,30,95,Juchique de Ferrer,30_95,NA,0.593,0.35206,13261.6572,16387,Juchique de Ferrer
1965,30,31,Carrillo Puerto,30_31,NA,0.582,0.59036,13201.77054,16313,Carrillo Puerto
1966,30,154,Tantima,30_154,NA,0.615,0.64473,10370.10285,12814,Tantima
1967,30,144,Sayula de Alem√°n,30_144,3,0.642,0.22413,25875.89109,31974,Sayula de Alem·n
1968,30,142,San Juan Evangelista,30_142,NA,0.629,0.27579,27058.24791,33435,San Juan Evangelista
1969,30,149,Soteapan,30_149,NA,0.54,1.54609,26379.26271,32596,Soteapan
1970,30,107,Las Minas,30_107,NA,0.468,0.95591,2344.481657,2897,Las Minas
1971,30,156,Tatatila,30_156,NA,0.543,0.88563,4519.014695,5584,Tatatila
1972,30,168,Tequila,30_168,NA,0.569,1.71149,11854.32078,14648,Tequila
1973,30,117,Omealca,30_117,NA,0.634,0.10593,18258.14658,22561,Omealca
1974,30,163,Tenochtitl√°n,30_163,NA,0.565,0.34826,4226.055647,5222,Tenochtitl·n
1975,30,184,Tlaquilpa,30_184,NA,0.528,1.61586,5787.155101,7151,Tlaquilpa
1976,30,72,Huayacocotla,30_72,NA,0.632,0.91266,16804.68126,20765,Huayacocotla
1977,30,81,Ixhuatlancillo,30_81,1,0.636,0.08781,17116.25372,21150,Ixhuatlancillo
1978,30,138,R√≠o Blanco,30_138,NA,0.796,-1.2914,32884.24841,40634,RÌo Blanco
1979,30,199,Zaragoza,30_199,1,0.596,0.31534,8675.472336,10720,Zaragoza
1980,30,140,San Andr√©s Tenejapan,30_140,NA,0.582,0.90749,2197.192854,2715,San AndrÈs Tenejapan
1981,30,54,Chacaltianguis,30_54,NA,0.669,-0.57904,9454.808144,11683,Chacaltianguis
1982,30,74,Huiloapan de Cuauht√©moc,30_74,NA,0.727,-0.63393,5462.634167,6750,Huiloapan de CuauhtÈmoc
1983,30,120,Oteapan,30_120,NA,0.667,0.40874,12110.86227,14965,Oteapan
1984,30,210,Uxpanapa,30_210,NA,0.59,0.68182,22130.54725,27346,Uxpanapa
1985,30,190,Tuxtilla,30_190,NA,0.67,-0.31477,1761.800679,2177,Tuxtilla
1986,30,127,La Perla,30_127,NA,0.417,1.80245,19137.833,23648,La Perla
1987,30,2,Acatl√°n,30_2,NA,0.667,-0.24851,2496.626134,3085,Acatl·n
1988,30,100,Manlio Fabio Altamirano,30_100,NA,0.651,-0.40192,18277.56928,22585,Manlio Fabio Altamirano
1989,30,145,Soconusco,30_145,1,0.738,-0.40589,11649.57316,14395,Soconusco
1990,30,118,Orizaba,30_118,1,0.838,-1.38701,97918.72904,120995,Orizaba
1991,30,7,Camar√≥n de Tejeda,30_7,NA,0.62,0.26985,5036.953342,6224,CamarÛn de Tejeda
1992,30,42,Colipa,30_42,NA,0.606,0.30163,4635.55089,5728,Colipa
1993,30,8,Alpatl√°huac,30_8,NA,0.542,1.19238,7842.724106,9691,Alpatl·huac
1994,30,162,Tenampa,30_162,NA,0.598,0.60748,5055.566762,6247,Tenampa
1995,30,5,Acula,30_5,NA,0.655,-0.21613,4150.792688,5129,Acula
1996,30,88,Jalcomulco,30_88,1,0.619,0.10041,3997.838931,4940,Jalcomulco
1997,30,101,Mariano Escobedo,30_101,1,0.625,-0.07254,27467.74315,33941,Mariano Escobedo
1998,30,47,Coscomatepec,30_47,NA,0.521,1.32343,42495.24742,52510,Coscomatepec
1999,30,4,Actopan,30_4,NA,0.665,-0.5725,33175.5889,40994,Actopan
2000,30,170,Texcatepec,30_170,NA,0.52,2.2451,8600.209377,10627,Texcatepec
2001,30,189,Tuxpan,30_189,NA,0.76,-0.7914,116019.8755,143362,Tuxpan
2002,30,15,Angel R. Cabada,30_15,NA,0.646,-0.10532,27133.51087,33528,Angel R. Cabada
2003,30,116,Oluta,30_116,NA,0.7,-0.24549,11964.38274,14784,Oluta
2004,30,112,Naolinco,30_112,NA,0.692,-0.42156,16391.9489,20255,Naolinco
2005,30,57,Chiconquiaco,30_57,NA,0.525,0.80121,10674.3918,13190,Chiconquiaco
2006,30,143,Santiago Tuxtla,30_143,NA,0.628,0.30675,45665.1938,56427,Santiago Tuxtla
2007,30,87,Xalapa,30_87,3,0.817,-1.32077,370591.5761,457928,Xalapa
2008,30,55,Chalma,30_55,NA,0.671,0.60683,10217.95837,12626,Chalma
2009,30,51,Coyutla,30_51,NA,0.577,0.56753,17660.0893,21822,Coyutla
2010,30,63,Chontla,30_63,NA,0.639,0.96784,11886.69195,14688,Chontla
2011,30,43,Comapa,30_43,NA,0.539,0.68359,15144.04047,18713,Comapa
2012,30,29,Calcahualco,30_29,NA,0.414,1.61344,10463.16995,12929,Calcahualco
2013,30,155,Tantoyuca,30_155,NA,0.667,0.9158,82338.48712,101743,Tantoyuca
2014,30,202,Zontecomatl√°n de L√≥pez y Fuentes,30_202,NA,0.531,1.80807,11221.4645,13866,Zontecomatl·n de LÛpez y Fuentes
2015,30,211,San Rafael,30_211,3,0.69,-0.48194,23693.26526,29277,San Rafael
2016,30,60,Chinampa de Gorostiza,30_60,NA,0.632,0.45282,12370.64087,15286,Chinampa de Gorostiza
2017,30,158,Tecolutla,30_158,NA,0.648,0.20297,20333.94757,25126,Tecolutla
2018,30,180,Tlachichilco,30_180,NA,0.564,1.60599,9125.431536,11276,Tlachichilco
2019,30,10,Altotonga,30_10,NA,0.592,0.71719,48877.22269,60396,Altotonga
2020,30,175,Tihuatl√°n,30_175,2,0.674,0.19599,72652.22514,89774,Tihuatl·n
2021,30,102,Mart√≠nez de la Torre,30_102,NA,0.711,-0.55951,82026.91465,101358,MartÌnez de la Torre
2022,30,181,Tlalixcoyan,30_181,NA,0.673,-0.11713,29973.27135,37037,Tlalixcoyan
2023,30,36,Coacoatzintla,30_36,NA,0.627,0.0601,7620.172343,9416,Coacoatzintla
2024,30,188,Totutla,30_188,NA,0.604,0.48303,13274.60567,16403,Totutla
2025,30,150,Tamal√≠n,30_150,NA,0.657,0.28465,9072.828392,11211,TamalÌn
2026,30,79,Ixhuac√°n de los Reyes,30_79,NA,0.524,0.51278,8678.709453,10724,Ixhuac·n de los Reyes
2027,30,161,Tempoal,30_161,NA,0.668,0.39159,28289.16147,34956,Tempoal
2028,30,27,Benito Ju√°rez,30_27,NA,0.613,1.19568,13508.48734,16692,Benito Ju·rez
2029,30,48,Cosoleacaque,30_48,2,0.769,-0.87224,95272.38627,117725,Cosoleacaque
2030,30,94,Juan Rodr√≠guez Clara,30_94,NA,0.645,-0.16024,30099.5189,37193,Juan RodrÌguez Clara
2031,30,201,Zongolica,30_201,NA,0.593,1.27588,33927.40921,41923,Zongolica
2032,30,113,Naranjal,30_113,NA,0.628,0.44401,3647.421065,4507,Naranjal
2033,30,37,Coahuitl√°n,30_37,NA,0.511,0.7559,6320.470051,7810,Coahuitl·n
2034,30,147,Soledad Atzompa,30_147,NA,0.512,2.038,17302.38792,21380,Soledad Atzompa
2035,30,198,Zacualpan,30_198,NA,0.542,1.45665,5490.149658,6784,Zacualpan
2036,30,134,Puente Nacional,30_134,NA,0.68,-0.64488,17482.85717,21603,Puente Nacional
2037,30,108,Minatitl√°n,30_108,NA,0.747,-0.807,127736.6188,157840,Minatitl·n
2038,30,124,Papantla,30_124,7,0.694,0.28167,128350.8617,158599,Papantla
2039,30,125,Paso del Macho,30_125,NA,0.657,-0.15188,23602.626,29165,Paso del Macho
2040,30,148,Soledad de Doblado,30_148,NA,0.642,-0.17185,21857.0109,27008,Soledad de Doblado
2041,30,58,Chicontepec,30_58,NA,0.68,0.99123,44495.78545,54982,Chicontepec
2042,30,91,Jes√∫s Carranza,30_91,NA,0.617,0.21976,21915.279,27080,Jes˙s Carranza
2043,30,13,Naranjos Amatl√°n,30_13,NA,0.78,-0.93873,22294.02163,27548,Naranjos Amatl·n
2044,30,169,Jos√© Azueta,30_169,NA,0.619,-0.03218,19421.88998,23999,JosÈ Azueta
2045,30,14,Amatl√°n de los Reyes,30_14,3,0.695,-0.29499,34206.61051,42268,Amatl·n de los Reyes
2046,30,178,Tlacotalpan,30_178,NA,0.714,-0.34254,10750.46404,13284,Tlacotalpan
2047,30,38,Coatepec,30_38,NA,0.734,-0.89656,70161.26396,86696,Coatepec
2048,30,212,Santiago Sochiapan,30_212,NA,0.569,0.91526,10042.3448,12409,Santiago Sochiapan
2049,30,141,San Andr√©s Tuxtla,30_141,1,0.647,0.40119,127351.4019,157364,San AndrÈs Tuxtla
2050,30,83,Ixhuatl√°n de Madero,30_83,1,0.601,1.49129,40318.28655,49820,Ixhuatl·n de Madero
2051,30,105,Medell√≠n de Bravo,30_105,1,0.715,-0.96328,47849.43819,59126,MedellÌn
2052,30,32,Catemaco,30_32,NA,0.677,0.00708,39325.30105,48593,Catemaco
2053,30,173,Tezonapa,30_173,NA,0.619,0.82988,42555.13408,52584,Tezonapa
2054,30,123,P√°nuco,30_123,NA,0.712,-0.51553,78734.76713,97290,P·nuco
2055,30,23,Atzalan,30_23,1,0.567,0.44738,39166.68234,48397,Atzalan
2056,30,121,Ozuluama de Mascare√±as,30_121,NA,0.631,0.34897,18836.78117,23276,Ozuluama de MascareÒas
2057,30,172,Texistepec,30_172,NA,0.619,0.33879,16346.62927,20199,Texistepec
2058,30,71,Huatusco,30_71,1,0.678,0.00178,44155.07893,54561,Huatusco
2059,30,157,Castillo de Teayo,30_157,NA,0.648,0.32053,15103.57651,18663,Castillo de Teayo
2060,30,122,Pajapan,30_122,NA,0.561,0.96884,12874.82177,15909,Pajapan
2061,30,183,Tlapacoyan,30_183,NA,0.624,-0.16148,47006.16933,58084,Tlapacoyan
2062,30,77,Isla,30_77,NA,0.678,-0.24876,34155.62593,42205,Isla
2063,30,152,Tampico Alto,30_152,NA,0.675,0.20306,9907.195181,12242,Tampico Alto
2064,30,33,Cazones de Herrera,30_33,NA,0.633,0.42526,19004.30195,23483,Cazones de Herrera
2065,30,89,J√°ltipan,30_89,NA,0.72,-0.47924,32106.53116,39673,J·ltipan
2066,30,70,Hidalgotitl√°n,30_70,NA,0.574,0.41476,14791.19477,18277,Hidalgotitl·n
2067,30,56,Chiconamel,30_56,NA,0.605,0.83896,5464.252725,6752,Chiconamel
2068,30,130,Playa Vicente,30_130,NA,0.62,0.36163,33167.4961,40984,Playa Vicente
2069,30,128,Perote,30_128,NA,0.644,-0.30758,55825.69335,68982,Perote
2070,30,174,Tierra Blanca,30_174,NA,0.703,-0.41426,76142.64606,94087,Tierra Blanca
2071,30,66,Espinal,30_66,NA,0.658,0.38973,20675.46336,25548,Espinal
2072,30,11,Alvarado,30_11,NA,0.707,-0.68382,42046.0975,51955,Alvarado
2073,30,40,Coatzintla,30_40,NA,0.742,-0.91131,39129.4555,48351,Coatzintla
2074,30,45,Cosamaloapan de Carpio,30_45,2,0.707,-0.77661,46425.10691,57366,Cosamaloapan de Carpio
2075,30,53,Cuitl√°huac,30_53,4,0.68,-0.44882,21255.7165,26265,Cuitl·huac
2076,30,200,Zentla,30_200,NA,0.612,0.12991,10018.06642,12379,Zentla
2077,30,24,Tlaltetela,30_24,NA,0.568,0.66522,11825.99601,14613,Tlaltetela
2078,30,209,Tatahuicapan de Ju√°rez,30_209,NA,0.582,0.82632,11570.26381,14297,Tatahuicapan de Ju·rez
2079,30,160,√Ålamo Temapache,30_160,NA,0.664,0.24431,84568.86042,104499,¡lamo Temapache
2080,30,129,Plat√≥n S√°nchez,30_129,1,0.668,0.37229,14476.38518,17888,PlatÛn S·nchez
2081,30,98,Magdalena,30_98,NA,0.593,0.82986,2363.095077,2920,Magdalena
2082,30,30,Camerino Z. Mendoza,30_30,NA,0.744,-0.4976,33810.06374,41778,Camerino Z. Mendoza
2083,30,192,Vega de Alatorre,30_192,1,0.682,-0.46261,15814.12359,19541,Vega de Alatorre
2084,30,49,Cotaxtla,30_49,NA,0.606,-0.06177,15950.89177,19710,Cotaxtla
2085,30,19,Astacinga,30_19,NA,0.509,1.74727,4851.628419,5995,Astacinga
2086,30,206,Nanchital de L√°zaro C√°rdenas del R√≠o,30_206,NA,0.784,-1.37086,21926.60891,27094,Nanchital de L·zaro C·rdenas del RÌo
2087,30,93,Jilotepec,30_93,NA,0.706,-0.47626,12392.49141,15313,Jilotepec
2088,30,82,Ixhuatl√°n del Sureste,30_82,NA,0.677,-0.5886,12060.68696,14903,Ixhuatl·n del Sureste
2089,30,69,Guti√©rrez Zamora,30_69,NA,0.71,-0.30178,19708.3748,24353,GutiÈrrez Zamora
2090,30,110,Mixtla de Altamirano,30_110,NA,0.439,3.21776,8405.982384,10387,Mixtla de Altamirano
2091,30,111,Moloac√°n,30_111,NA,0.655,-0.36666,13045.57967,16120,Moloac·n
2092,30,191,Ursulo Galv√°n,30_191,NA,0.749,-1.1582,23473.14134,29005,Ursulo Galv·n
2093,30,114,Nautla,30_114,NA,0.65,-0.02775,8071.750101,9974,Nautla
2094,30,65,Emiliano Zapata,30_65,NA,0.785,-0.93531,49947.08971,61718,Emiliano Zapata
2095,30,12,Amatitl√°n,30_12,NA,0.672,-0.22838,6059.07289,7487,Amatitl·n
2096,30,197,Yecuatla,30_197,NA,0.576,0.49297,9190.983146,11357,Yecuatla
2097,30,115,Nogales,30_115,NA,0.707,-0.72711,28072.27466,34688,Nogales
2098,30,195,Xoxocotla,30_195,NA,0.539,1.64352,4178.308178,5163,Xoxocotla
2099,30,186,Tomatl√°n,30_186,1,0.702,-0.28651,5473.154796,6763,Tomatl·n
2100,30,22,Atzacan,30_22,NA,0.61,0.68081,16236.5673,20063,Atzacan
2101,30,119,Otatitl√°n,30_119,NA,0.71,-0.55624,4248.715463,5250,Otatitl·n
2102,30,137,Los Reyes,30_137,NA,0.546,1.83596,4438.086781,5484,Los Reyes
2103,30,97,Lerdo de Tejada,30_97,NA,0.738,-0.97601,16299.69108,20141,Lerdo de Tejada
2104,30,146,Sochiapa,30_146,NA,0.567,0.44642,2834.095534,3502,Sochiapa
2105,30,26,Banderilla,30_26,NA,0.74,-1.02186,17436.72826,21546,Banderilla
2106,30,187,Tonay√°n,30_187,NA,0.534,0.67662,4609.653958,5696,Tonay·n
2107,30,6,Acultzingo,30_6,NA,0.627,0.80126,16973.01132,20973,Acultzingo
2108,30,46,Cosautl√°n de Carvajal,30_46,NA,0.594,0.43012,12679.7855,15668,Cosautl·n de Carvajal
2109,30,17,Apazapan,30_17,NA,0.669,-0.56188,3258.96708,4027,Apazapan
2110,30,153,Tancoco,30_153,NA,0.654,0.30907,4752.896365,5873,Tancoco
2111,30,1,Acajete,30_1,NA,0.633,0.13824,6654.702334,8223,Acajete
2112,30,165,Tepatlaxco,30_165,NA,0.56,1.00367,6675.743592,8249,Tepatlaxco
2113,30,103,Mecatl√°n,30_103,NA,0.545,1.64841,9555.968036,11808,Mecatl·n
2114,30,159,Tehuipango,30_159,NA,0.438,3.13234,19001.06483,23479,Tehuipango
2115,30,106,Miahuatl√°n,30_106,NA,0.617,0.1767,3584.297293,4429,Miahuatl·n
2116,30,203,Zozocolco de Hidalgo,30_203,NA,0.58,1.55898,10871.85591,13434,Zozocolco de Hidalgo
2117,30,35,Citlalt√©petl,30_35,NA,0.625,0.70498,8967.622104,11081,CitlaltÈpetl
2118,30,64,Chumatl√°n,30_64,NA,0.606,0.69141,3147.286559,3889,Chumatl·n
2119,30,44,C√≥rdoba,30_44,NA,0.761,-0.963,159056.5306,196541,CÛrdoba
2120,30,25,Ayahualulco,30_25,NA,0.476,1.10325,20601.00968,25456,Ayahualulco
2121,30,78,Ixcatepec,30_78,NA,0.637,1.0992,10288.36565,12713,Ixcatepec
2122,30,109,Misantla,30_109,2,0.669,-0.27083,50919.03395,62919,Misantla
2123,30,133,Pueblo Viejo,30_133,NA,0.712,-0.70278,44800.0744,55358,Pueblo Viejo
